"taxonName","taxon_author","subtaxon_author","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","hybrid","subspecies","variety","introduction_status","provincial_conservation_status","national_conservation_status","occurrence_status","observation","last_record_date","last_record_observer","last_record_soruce","last_record_ID","gbif_ID","first_record_date","first_record_observer","linkTaxonID","notes","ID","stats_code","linkName","graminoid_status","infrataxon_status","provincial_concern","national_concern","provenance_status","solow_BF","solow_EP","solow_PP"
"Pseudotsuga menziesii var. menziesii","(Mirb.) Franco","","coast Douglas-fir","Plantae","Tracheophyta","",NA,"Pinopsida","",NA,"Pinales","",NA,"Pinaceae","Pinoideae","","","","menziesii","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2011-12-22","T. Abe Lloyd","iNat:38191922","",63910,"VAS","Pseudotsuga menziesii var. menziesii","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Psilocarphus tenellus","Nutt.","","slender woolly-heads","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Gnaphalieae","","","","native","S4 (2019)","","new 2022","observed","2022-06-09","Frank Lomer","UBC","12989",NA,"2022-06-12","Andrew Simon & Frank Lomer","iNat:121538572","",53188,"VAS","Psilocarphus tenellus","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Pteridium aquilinum ssp. pubescens","(L.) Kuhn","Underw.","hairy brackenfern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae",NA,"Polypodiales","Dennstaedtiineae",NA,"Dennstaedtiaceae","","","","pubescens","","native","S5","","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","",NA,"2014-11-30","Lauren Magner & Andrew Simon","iNat:2648027","",52684,"VAS","Pteridium aquilinum ssp. pubescens","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Pterospora andromedea","Nutt.","","woodland pinedrops","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S5 (2019)","","new 2021","observed","","","","",NA,"2021-06-16","Audrey Irvine-Broque","iNat:83306196","",52118,"VAS","Pterospora andromedea","non-graminoid","non-infrataxon","secure","unknown","no_voucher",121.565,0.008,0.992
"Puccinellia nutkaensis","(J. Presl) Fernald & Weath.","","Pacific alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","coastal?",78783,"VAS","Puccinellia nutkaensis","graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Puccinellia nuttalliana","(Schult.) Hitchc.","","Nuttall's alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5","","reported","unobserved","1975-07-18","T. C. Brayshaw","RBCM","V097097",1949546223,"","","","Montague; salt marsh",60309,"VAS","Puccinellia nuttalliana","graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Puccinellia pumila","(Vasey) Hitchc.","","dwarf alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5","","reported","unobserved","1979-08-15","Harvey Janszen","RBCM","V097860",1949546934,"","","","Montague; salt marsh",78785,"VAS","Puccinellia pumila","graminoid","non-infrataxon","secure","unknown","voucher",20.663,0.046,0.954
"Pyrola aphylla","Sm.","","leafless wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S3 (2019)","","new 2018","observed","","","","",NA,"2016-05-14","Lauren Magner & Andrew Simon","iNat:3213200","",630966,"VAS","Pyrola aphylla","non-graminoid","non-infrataxon","concern","unknown","no_voucher",126,0.008,0.992
"Pyrola asarifolia","Michx.","","pink wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S4","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2019-05-05","Brian Starzomski","iNat:24677380","moist, disturbed areas",78793,"VAS","Pyrola asarifolia","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Pyrola picta","Sm.","","white-veined wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Monotropoideae","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-05-23","Andrew Simon","iNat:12789649","inc. Pyrola aphyllasyn.",62239,"VAS","Pyrola picta","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Pyrus communis","L.","","common pear","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-07-18","Andrew Simon","iNat:3702255","",63951,"VAS","Pyrus communis","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",125.502,0.008,0.992
"Quercus garryana var. garryana","Douglas ex Hook.","","Garry oak","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fagales","",NA,"Fagaceae","","","","","garryana","native","S5","","confirmed","observed","1975-05-31","Angela Wood","RBCM","V097386",1949546607,"2011-12-22","T. Abe Lloyd","iNat:38191914","",63890,"VAS","Quercus garryana var. garryana","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Ranunculus acris","L.","","meadow buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-13","Andrew Simon","iNat:3328649","",56064,"VAS","Ranunculus acris","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Ranunculus aquatilis","L.","","white water-buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","native","S5","","reported","unobserved","1979-06-08","Harvey Janszen","RBCM","V112752",NA,"","","","floating in lake (sec. L. 20); Galiano Island collections since annotated as Ranunculus mongolicus (sense Wiegleb et al. 2017)",78817,"VAS","Ranunculus aquatilis","non-graminoid","non-infrataxon","secure","unknown","voucher",30.75,0.031,0.969
"Ranunculus flammula","L.","","lesser spearwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V120987",NA,"2015-06-05","Lauren Magner & Andrew Simon","iNat:2563645","",67826,"VAS","Ranunculus flammula","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Ranunculus occidentalis var. occidentalis","Nutt.","","western buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","occidentalis","native","S5","","confirmed","observed","1975-06-07","Harvey Janszen","RBCM","V097418",1949546344,"2015-05-04","Andrew Simon","iNat:2567893","reported as Ranunculus occidentalisvar.occidentalis(V097418)",81335,"VAS","Ranunculus occidentalis var. occidentalis","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Ranunculus parviflorus","L.","","small-flowered buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","exotic","unlisted","","new 2022","unobserved","2022-06-10","Frank Lomer","UBC","12995",NA,"","","","",78829,"VAS","Ranunculus parviflorus","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Ranunculus repens","L.","","creeping buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","exotic","unlisted","","confirmed","observed","1975-06-07","Angela Wood","RBCM","V097236",NA,"2015-03-04","Lauren Magner & Andrew Simon","iNat:2568976","",48229,"VAS","Ranunculus repens","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Ranunculus sardous","Crantz","","hairy buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","exotic","unlisted","","confirmed","observed","1982-06-05","Harvey Janszen","RBCM","V119243",NA,"2016-05-13","Andrew Simon","iNat:3319983","",78832,"VAS","Ranunculus sardous","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Ranunculus uncinatus","D. Don","","little buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Ranunculeae","","","","native","S5","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V067905",NA,"2016-05-13","Andrew Simon","iNat:3319522","",63898,"VAS","Ranunculus uncinatus","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Raphanus raphanistrum","L.","","wild radish","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Brassiceae","","","","exotic","unlisted","","confirmed","observed","1975-06-04","Angela Wood","RBCM","V097412",1949546341,"2018-06-01","Andrew Simon","iNat:13031674","",55411,"VAS","Raphanus raphanistrum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Raphanus sativus","L.","","garden radish","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Brassiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-05-08","Andrew Simon","iNat:12315531","",55410,"VAS","Raphanus sativus","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Reynoutria japonica","Houtt.","","Japanese knotweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Polygoneae","","","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-07-13","Andrew Simon","iNat:3682446","reported as Fallopia japonica",914922,"VAS","Reynoutria japonica","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rhamphospermum arvense","(L.) Andrz. ex Besser","","corn mustard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Brassiceae","","","","exotic","unlisted","","reported","unobserved","1928-01-07","J. Travis","RBCM","V020104",1949469423,"","","","reported as Sinapis arvensis",1451052,"VAS","Rhamphospermum arvense","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Rhinanthus minor","L.","","yellow rattle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Orobanchaceae","","Rhinantheae","","","","native","S4","","reported","unobserved","2022-06-12","Frank Lomer","UBC","13022",NA,"","","","",61470,"VAS","Rhinanthus minor","non-graminoid","non-infrataxon","secure","unknown","no_voucher",62.999,0.016,0.984
"Rhododendron groenlandicum","(Oeder) Kron & Judd","","Labrador-tea","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Ericaceae","Ericoideae","Rhodoreae","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2016-01-24","Lauren Magner & Andrew Simon","iNat:2615109","",180413,"VAS","Rhododendron groenlandicum","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rhynchospora alba","(L.) Vahl","","white beak-rush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Cyperaceae","Cyperoideae","Rhynchosporeae","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2020-08-05","Andrew Simon","iNat:55633559","",57862,"VAS","Rhynchospora alba","graminoid","non-infrataxon","secure","unknown","no_voucher",41.831,0.023,0.977
"Ribes bracteosum","Douglas ex Hook. (unresolved)","","stink currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-04-17","Felix Erhard","iNat:2628134","",78852,"VAS","Ribes bracteosum","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Ribes divaricatum var. divaricatum","Douglas","","wild black gooseberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","divaricatum","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2010-08-14","T. Abe Lloyd","iNat:37239714","",53449,"VAS","Ribes divaricatum var. divaricatum","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Ribes lacustre","(Pers.) Poir.","","black gooseberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","","native","S5","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","",NA,"2019-05-04","laijasmine","iNat:24652645","north end of island",78858,"VAS","Ribes lacustre","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Ribes lobbii","A. Gray","","gummy gooseberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","","native","S5","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156689",NA,"2021-07-26","Adam Huggins","iNat:88781542","cut-over area near Bluff Road; garden escape? QC; Harvey suggests it was dispersed by bird",78861,"VAS","Ribes lobbii","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Ribes rubrum","L.","","red currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-05-05","Christopher Heffley","iNat:12183649","",54431,"VAS","Ribes rubrum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Ribes sanguineum","Pursh","","red-flowering currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Grossulariaceae","","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-03-21","Lauren Magner & Andrew Simon","iNat:2605374","",53435,"VAS","Ribes sanguineum","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Robinia pseudoacacia","L.","","black locust","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Robinieae","","","","exotic","unlisted","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","",NA,"2018-06-03","Christopher Heffley","iNat:13101655","https://static.inaturalist.org/photos/19091351/large.jpg?1528079862",56088,"VAS","Robinia pseudoacacia","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rorippa palustris ssp. palustris","(L.) Besser","","marsh yellowcress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Cardamineae","","palustris","","native","S5","","reported","unobserved","1982-08-14","Harvey Janszen","RBCM","V120104",1949569203,"","","","reported as Rorippa islandica var. occidentalis (V120104); L1; fenny field; very wet",64157,"VAS","Rorippa palustris ssp. palustris","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Rosa canina","L.","","dog rose","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Roseae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-05-31","Andrew Simon","iNat:13030731","",1125370,"VAS","Rosa canina","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Rosa gymnocarpa","Nutt. ex Torr. & A. Gray","","baldhip rose","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Roseae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-06-28","Felix Erhard","iNat:2604235","",53441,"VAS","Rosa gymnocarpa","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Rosa nutkana ssp. nutkana","C. Presl","","Nootka rose","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Roseae","","nutkana","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2014-05-17","Kristian Sigvardsen","iNat:2886601","",80173,"VAS","Rosa nutkana ssp. nutkana","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rosa rubiginosa","L.","","sweetbrier","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Roseae","","","","exotic","unlisted","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V164875",NA,"2015-05-31","Lauren Magner & Andrew Simon","iNat:2663708","",1150845,"VAS","Rosa rubiginosa","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",41.831,0.023,0.977
"Rubus bifrons","Vest","","Himalayan blackberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197836",NA,"2016-02-06","Andrew Simon","iNat:2660475","R. bifrons recognized in FPNW2; iNat obs still annotated R. armeniacus",168025,"VAS","Rubus bifrons","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rubus laciniatus","(Weston) Willd.","","cutleaf evergreen blackberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197835",NA,"2015-06-05","Lauren Magner & Andrew Simon","iNat:2563601","",78891,"VAS","Rubus laciniatus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rubus leucodermis","Douglas ex Torr. & A. Gray (unresolved)","","black raspberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-02-15","Andrew Simon","iNat:2565538","",63960,"VAS","Rubus leucodermis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rubus parviflorus","Nutt.","","thimbleberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-09","Andrew Simon","iNat:3649975","",51646,"VAS","Rubus parviflorus","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Rubus spectabilis","Pursh","","salmonberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","native","S5","","confirmed","observed","1989-04-23","Gerald B. Straley","UBC","V196653",NA,"2015-02-22","Andrew Simon","iNat:2561560","",47543,"VAS","Rubus spectabilis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rubus ursinus","Cham. & Schltdl.","","trailing blackberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Rubeae","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2014-05-17","Kristian Sigvardsen","iNat:2886969","",53445,"VAS","Rubus ursinus","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rumex acetosella","L.","","sheep sorrel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-06-28","Felix Erhard","iNat:2604259","",53195,"VAS","Rumex acetosella","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rumex conglomeratus","Murray","","clustered dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2019-07-07","Andrew Simon","iNat:28440197","",57215,"VAS","Rumex conglomeratus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rumex crispus","L.","","curled dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-07-02","Lauren Magner & Andrew Simon","iNat:2561805","",53197,"VAS","Rumex crispus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rumex obtusifolius","L.","","bitter dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-07-08","Lauren Magner & Andrew Simon","iNat:2563316","",63371,"VAS","Rumex obtusifolius","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Rumex occidentalis","S. Watson","","western dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","native","S5","","new 2016","observed","2017-05-27","Tyler Innes","Bioblitz Galiano2017","",NA,"2016-03-24","Alison, Laura and Malcolm Colwell","iNat:2825553","",61086,"VAS","Rumex occidentalis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Rumex transitorius","Rech. f.","","Pacific willow dock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Polygonaceae","Polygonoideae","Rumiceae","","","","native","S5 (2019)","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-03-04","Andrew Simon","iNat:2566459","reported as R. salicifolius",78910,"VAS","Rumex transitorius","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Sabulina macra","(A. Nelson & J.F. Macbride) Dillenberger & Kadereit","","slender sandwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Sagineae","","","","native","S5","","new 2017","observed","2017-05-27","Alexander J. Wright","Bioblitz Galiano 2017","",NA,"2023-06-02","Andrew Simon","iNat:165682531","reported as Minuartia tenella",836878,"VAS","Sabulina macra","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Sagina apetala","Ard.","","common pearlwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Sagineae","","","","exotic","unlisted","","reported","unobserved","2003-05-01","Frank Lomer","UBC","V231295",NA,"","","","",56998,"VAS","Sagina apetala","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Sagina decumbens ssp. occidentalis","(Elliott) Torr. & A. Gray","(S. Watson) G.E. Crow","western pearlwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Sagineae","","occidentalis","","native","S5","","confirmed","observed","1981-05-21","Harvey Janszen","RBCM","V113486",1949562575,"2017-05-19","Andrew Simon","iNat:6425199","",57000,"VAS","Sagina decumbens ssp. occidentalis","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Sagina maxima ssp. maxima","A. Gray","","coastal pearlwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Sagineae","","maxima","","native","S5","","reported","unobserved","2014-05-13","Frank Lomer","UBC","V241911",NA,"","","","collected in ruderal area. Adventive? –QC",238339,"VAS","Sagina maxima ssp. maxima","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Sagina procumbens","L.","","bird's-eye pearlwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","","Sagineae","","","","exotic","unlisted","","confirmed","observed","1979-08-06","Harvey Janszen","RBCM","V145312",1949594067,"2017-06-13","Andrew Simon","iNat:6646871","",55667,"VAS","Sagina procumbens","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Salicornia depressa","Standl.","","maritime glasswort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Amaranthaceae","Salicornioideae","Salicornieae","","","","unknown","S5","","reported","unobserved","2006-06-30","Andy Lamb & Donna Gibbs","Ocean Wise","",NA,"","","","",78930,"VAS","Salicornia depressa","non-graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Salicornia pacifica","Standl.","","American glasswort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Amaranthaceae","Salicornioideae","Salicornieae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2010-08-14","T. Abe Lloyd","iNat:37239709","Reported as Salicornia virginica",78931,"VAS","Salicornia pacifica","non-graminoid","non-infrataxon","secure","unknown","no_voucher",62.999,0.016,0.984
"Salix hookeriana","Barratt ex Hook.","","Hooker's willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","","","","","","native","S5","","new 2017","observed","2017-05-27","Harvey Janszen","Bioblitz Galiano2017","",NA,"2018-08-22","Andrew Simon","iNat:15814447","",78941,"VAS","Salix hookeriana","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Salix lasiandra var. lasiandra","Muhl. (Benth.)","","Pacific willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","","","","","lasiandra","native","S5","","confirmed","observed","1995-05-11","Hans Roemer","RBCM","V186368",1949634656,"2016-07-31","Adam Huggins","iNat:3779790","Reported as Salix lucidavar.lasiandra",81358,"VAS","Salix lasiandra var. lasiandra","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
